col1,col2
9.943464,5.3035746
10.117572,6.9267654
12.204773,6.2981806
11.155408,6.79201
11.092058,6.661668
14.295651,10.599787
9.229755,6.37942
11.433219,5.9343147
11.288778,9.324997
9.730311,7.131851
9.508971,6.687083
9.417108,9.380216
13.189506,4.211122
9.01638,6.7288566
8.86612,10.094387
9.294227,10.008014
9.300963,10.182825
8.672924,6.3784637
9.568629,10.741037
12.325179,7.862284
8.784706,7.0339694
12.024807,6.157943
10.256679,5.508193
11.635351,5.5120955
8.954712,9.823439
12.603126,2.8205924
8.531737,4.1959796
10.540644,6.2768993
9.521597,6.795067
9.388478,10.029128
10.089802,7.1371512
9.757046,8.594346
8.723585,11.8274145
8.870212,7.248121
13.338064,5.3580356
8.929351,9.986547
10.088605,8.819491
12.816766,3.8252375
12.169563,4.000686
11.742386,6.259158
13.126001,4.3809357
11.137543,8.043176
10.938863,4.429017
13.1016245,4.244383
13.092296,5.338417
12.289519,5.0886636
10.157658,7.0729365
13.255733,5.29787
11.032123,7.738207
10.183409,8.854889
11.732115,7.1225047
9.041509,10.410845
11.962795,6.238605
9.647818,9.179554
10.840026,8.469662
10.491233,7.2106366
9.905799,9.129732
9.921371,9.179047
12.786436,4.783583
10.616922,6.76372
9.863783,7.0570645
12.031032,6.7739787
9.439175,5.074286
9.520241,5.0344367
11.795174,6.1558175
10.626456,8.5956745
9.047769,8.139545
12.702801,5.7184515
9.543981,9.372262
9.158026,8.451798
11.43506,7.0499115
7.1111817,13.4327545
11.427758,8.031803
10.0748005,9.016757
10.303214,5.4469476
8.217694,12.92161
10.441068,8.476312
9.91477,9.123398
11.935276,6.782466
9.002414,7.777948
10.789272,8.279284
10.279866,6.8531365
9.905065,7.15109
8.479372,8.351222
8.899967,9.860188
9.983293,10.860467
9.424049,9.918654
10.183449,9.499542
11.699808,6.953602
11.572512,6.1090503
11.067328,6.6487627
11.797794,6.9090037
10.479233,8.474891
9.068051,9.256351
12.627335,3.813136
10.52369,10.277523
9.651025,9.489699
11.556537,6.901024
9.329241,10.374951
10.095348,5.9310327
9.959776,7.0268154
9.20613,7.050611
8.865551,10.262275
9.118831,9.115121
9.804315,8.936696
9.314906,7.4138274
9.839317,9.141681
9.345545,8.546807
9.65563,7.101632
8.665074,9.271827
8.983368,9.9091
9.420634,9.347025
9.279307,8.323818
9.074725,8.648554
9.289566,6.869394
11.474807,7.487276
6.9659424,12.330664
9.465239,10.31393
9.182565,10.189086
5.882394,9.08273
9.034986,9.805651
8.887986,9.357063
8.699503,7.4616976
8.723202,6.1738863
9.194467,6.5887694
8.874867,10.886936
9.156169,7.321704
11.722874,6.983575
9.047984,10.406368
9.962131,12.990508
9.149976,7.1264963
9.780703,9.414947
9.04676,10.359006
9.983512,9.792846
8.947015,7.8561745
8.297901,6.5247912
10.357743,6.760418
9.19527,6.5849543
13.032073,2.6816776
9.028567,7.8926888
12.867998,3.74907
11.220865,7.2426915
10.039982,8.863017
8.7751665,11.63653
10.70646,7.906243
8.634337,7.99828
9.029019,7.7837586
9.29707,10.354412
8.996215,7.8358717
11.679949,5.7351766
8.792402,7.337258
10.25653,5.5030723
9.226704,7.5924416
10.427277,8.557842
8.947708,9.693967
10.615389,8.673522
8.652691,7.1324544
10.814879,8.718129
8.800413,10.2072
12.956454,3.0121942
11.699273,5.3314447
12.090635,5.42371
11.719075,5.3450003
12.199019,5.208522
10.008413,9.29746
11.96599,5.085758
9.11118,10.289093
11.30045,6.811927
12.763016,6.4574423
10.895284,8.494906
11.858904,5.800495
13.070265,5.63233
9.946734,9.26758
11.106696,7.736824
12.841794,4.928809
11.02893,7.928469
10.501626,6.7623315
10.832597,6.8554897
13.464148,5.4387217
8.800145,9.775802
13.388394,5.6995425
9.63626,9.362787
10.5199175,8.669922
9.985662,9.367391
9.631412,6.793286
10.769447,8.49611
10.15446,8.921666
9.659319,9.884415
11.802025,6.984205
9.460217,6.748484
11.5330105,7.484303
9.175952,8.498385
11.1640005,7.826877
9.502028,9.89502
8.618503,9.866751
9.183076,6.933686
8.618797,7.672925
8.076386,11.309547
10.008707,8.872953
10.246376,5.638385
9.622464,10.492832
8.50332,7.911957
9.815792,5.87595
9.228043,8.376416
9.208861,10.140478
8.536018,4.105727
8.794172,10.30566
8.733783,9.41793
9.104946,8.34852
8.58896,12.367587
11.269869,7.5713735
8.893467,6.0967174
8.803811,4.704922
8.804362,10.325504
11.902506,6.982025
12.393928,6.434759
9.043147,10.466573
10.172622,5.3471036
8.907629,7.2862363
9.818687,9.766281
10.88663,6.857009
8.138602,13.480421
8.6216955,7.3105
9.810996,10.205595
11.465104,8.218356
12.377411,6.1742687
9.1064,9.636812
11.843681,7.094729
9.585857,6.477635
11.886274,7.3189936
8.552847,4.166423
8.266043,4.737096
8.423311,7.4988933
12.845126,4.4908524
10.179083,5.4039893
10.822822,7.806348
12.428624,4.329927
10.899071,6.8691354
9.503282,10.132514
9.558845,5.0086884
10.211192,9.394299
9.523978,6.9506335
9.33463,4.706273
8.93828,10.000508
9.561965,10.106574
11.552344,7.091365
8.023511,11.596298
8.180917,11.951068
12.589825,3.332004
12.691398,3.7878911
11.604311,7.0575137
12.285732,5.153396
12.18718,5.420315
12.752474,3.7191806
12.286129,5.2714214
11.680508,6.659709
11.375203,7.044643
10.492203,8.819368
12.113028,5.871029
12.313636,5.6157756
11.010669,6.9524527
13.019133,5.467559
12.103223,6.094352
11.542222,6.0005646
11.686208,6.5561876
11.413056,7.630194
11.090732,8.000868
11.779245,6.4952946
12.555395,6.1148877
10.179804,8.16537
9.526973,10.039522
11.770394,7.1590676
11.57072,6.9898105
9.671742,10.063801
10.790708,7.669784
12.254706,6.6499214
10.622857,8.769198
9.369047,10.055247
10.517143,5.746708
10.881768,6.9285703
12.129665,5.598738
9.862314,9.914633
13.472367,5.5800405
9.149847,8.268032
6.810146,10.46777
9.009601,10.747824
8.592059,8.427237
11.830189,5.8711042
10.123267,7.3531094
11.576471,7.0786724
10.015658,7.258601
10.278496,5.699428
11.42699,8.542187
9.886455,10.439739
8.442008,7.3777227
8.7762375,7.294502
12.666242,6.5159965
11.657728,7.175707
8.540817,8.368272
11.654419,6.570463
8.796435,6.2060666
10.74872,8.750525
9.845835,10.030608
10.084043,9.450055
10.357686,5.642332
8.745283,7.423818
11.023398,8.684901
10.078117,9.462426
8.8827915,9.345105
8.277796,12.886224
8.283624,12.582675
11.920418,7.170764
8.658133,7.493136
10.231946,10.045568
8.501616,6.1876235
7.817338,13.37038
7.892391,11.843385
9.651611,6.923215
8.6732025,7.4509034
8.786757,6.7782927
8.853415,7.8529186
7.6375766,10.449394
11.856607,7.1783247
8.964598,9.600137
8.482871,9.326251
8.701723,7.587113
9.0071535,10.121884
11.616994,8.272774
11.505955,7.4960675
8.725528,6.2054033
8.324584,6.5824466
8.2748995,10.9854355
12.27028,7.7527947
11.714605,8.918879
8.932982,9.309245
9.080264,6.2107863
9.36064,10.5292635
8.650015,10.44017
8.408104,8.148294
8.7363405,10.02727
8.545335,7.13497
13.820413,10.929223
8.790933,7.2278733
8.645884,10.721743
9.096603,10.133959
9.785116,7.0755844
8.630363,8.559525
9.549089,10.437466
8.323728,12.052144
9.288995,9.992632
9.980038,10.184307
8.405144,13.084207
9.103474,10.411602
8.02074,9.415921
11.536149,7.591263
9.731183,5.089202
12.840334,4.2586393
11.615537,7.2887263
13.407673,5.9548984
10.32628,6.6593304
11.8053255,6.6480947
8.128522,13.329583
9.905539,6.96495
8.863849,6.503059
9.301915,8.449631
11.637166,7.5504336
8.560353,8.400479
9.610136,10.12101
8.716952,6.6010294
11.9937725,7.0372033
12.751304,4.851661
9.797095,7.3796635
9.812704,9.916905
6.6295347,8.497729
7.4555655,9.617185
10.774781,7.901166
8.415147,6.2485366
12.793342,8.102162
8.817022,4.4498253
7.9358087,12.223367
8.262713,9.760816
12.028757,5.7778125
9.968617,10.84725
11.934204,7.2032223
11.27992,7.9042344
8.4570875,12.348001
8.57821,8.361654
11.061527,8.555711
13.511766,10.042845
8.350323,5.917359
11.670854,5.4233413
11.888281,5.3304696
10.897886,8.482395
11.427985,6.79988
11.911527,8.697055
10.931401,9.4705
10.763041,6.732828
10.530968,7.596902
11.528574,8.44244
10.864808,7.0808244
9.883553,10.281531
13.378501,5.5393367
12.603053,6.6157975
11.213265,9.028597
10.762268,8.669739
10.64719,9.315522
12.06395,7.0523725
8.901427,5.618025
9.391419,10.444761
10.182173,9.219999
10.726969,9.252658
12.554065,5.7644873
11.658626,4.4292912
11.737642,7.541133
9.8068695,9.716388
8.383597,6.6762323
13.450968,11.745151
8.033286,11.085793
11.948644,7.4051805
7.1662903,13.44125
10.990372,8.713748
11.942381,7.3480577
7.231401,7.919971
8.154928,8.702625
7.169444,10.082246
11.687807,7.242111
11.798671,10.43145
10.880489,8.7512455
8.869086,10.531943
8.73511,6.297111
8.406021,6.025568
11.691671,7.725646
10.042234,9.409505
9.53275,9.603719
7.0974727,12.974824
8.341378,8.472103
8.157079,11.435361
8.071917,6.9447765
8.309096,6.5515423
8.531283,12.873693
8.462451,8.401478
8.534715,4.1562977
11.61138,7.428015
8.216891,9.544575
8.27169,4.9330883
14.315927,10.658027
8.94866,10.97336
5.835064,9.223043
8.407006,5.990187
8.42629,13.192418
10.960011,8.594353
7.511851,14.37046
13.09752,5.4210787
12.42045,5.1044836
11.037065,7.549633
9.631117,5.113976
11.926608,5.7994494
8.245463,8.549486
12.537036,8.72704
8.57425,4.0312414
11.93881,7.4394035
10.589871,10.325651
8.592178,6.001477
7.3958607,9.649683
11.176328,9.282027
8.354629,11.413433
9.773556,4.935088
11.365416,9.3526
11.911221,9.03521
13.248068,5.3793416
12.336789,5.301718
11.195596,8.44087
10.8098955,8.674036
8.259938,8.155483
11.92703,7.023639
8.624263,3.9017348
10.52479,9.728591
8.342008,7.8510675
8.156771,6.797042
13.155583,10.43264
8.408879,11.415253
10.96418,7.024699
11.39304,9.110707
8.784772,7.450486
8.4204445,13.165964
12.371534,7.322204
11.722606,8.860759
8.720973,11.375944
12.375542,7.789992
7.3554707,9.164313
6.27663,8.485314
11.908564,6.3714294
7.891191,11.156236
10.239339,6.278585
6.9633303,12.155516
12.625926,3.3654408
11.166079,9.427747
8.224936,10.145535
13.101897,7.532821
12.754983,5.713902
12.198715,5.644217
10.149253,8.409715
13.01745,5.0947437
13.556687,5.488971
12.639203,3.5345886
10.568245,8.796622
9.6454735,5.096608
11.102178,8.578802
12.65273,6.7452564
11.299413,7.610764
12.529763,5.049892
13.122818,5.4391284
10.983276,6.941015
10.7088,8.718273
11.105734,7.4155784
12.988557,5.4438396
11.260552,8.926112
12.610699,6.158929
11.222154,7.670796
12.023726,7.3160067
10.354092,5.633269
12.031572,7.471815
11.315759,7.7365074
12.428144,6.1451716
10.76035,9.292207
12.087387,8.241935
9.362209,5.0332713
13.089155,5.8953433
10.967072,8.855722
11.002313,9.186669
11.10216,7.469194
8.995091,4.325979
9.946503,10.655707
10.175862,6.904971
12.19693,8.363899
11.684878,6.7174597
10.74271,8.709048
12.886088,5.926201
10.64845,9.760365
10.614279,9.871849
9.801284,9.663911
10.730608,9.966628
9.646642,11.113023
12.532642,7.1881614
11.75615,7.7157736
12.141136,7.7149596
13.542301,5.6125464
12.287533,7.7633705
9.350572,10.655211
10.49546,5.669584
10.952185,6.929018
11.882653,7.7269406
13.4291935,10.443792
11.542006,9.016705
11.0865345,9.173307
11.024189,9.170616
9.159204,8.897644
10.371993,9.995766
8.462568,6.01798
8.383098,5.9881406
10.928725,8.99358
8.541911,4.9104447
7.871798,9.192284
9.767727,10.648732
9.931457,10.733078
9.324014,9.844017
10.734013,9.202927
12.321943,7.6862726
8.648155,11.105235
11.120802,9.404214
10.442332,7.5932984
8.406951,5.8625755
12.102597,8.2384615
8.174781,12.04935
10.853437,8.616553
8.325947,11.054393
11.5790205,7.578307
11.354699,11.333406
10.031041,10.7983465
11.537998,6.9785767
10.199057,13.005207
12.241419,7.2697473
10.294035,10.0359745
8.136912,7.5412884
8.310848,7.763438
8.362467,5.9755063
7.4809256,12.719049
8.901859,10.46304
8.396102,12.440536
8.321359,11.104958
10.985819,7.893811
9.731801,7.6134195
8.586514,10.888462
15.259757,11.042554
8.182387,6.951669
11.258503,9.219017
5.6527944,9.017829
8.165252,9.678833
8.155919,6.875024
7.9451365,12.262862
7.963356,8.809237
8.521625,7.4335074
11.526086,7.4931855
7.3651996,11.069631
8.89158,10.320191
12.202246,6.403106
8.410939,13.175478
11.735202,8.49273
8.217132,9.821826
8.106944,10.101255
13.335126,5.6500764
6.8889637,11.899871
8.786646,9.908721
6.761621,8.135668
8.089674,9.702989
7.98288,14.1211
10.525317,10.313425
8.307958,10.41725
6.9135656,9.594203
9.962291,13.271464
8.463156,12.567019
12.200237,10.379809
7.3317795,9.669815
8.192889,12.0609665
6.980329,12.735841
12.365165,8.554126
8.212888,10.347384
6.9416313,11.904399
10.587874,10.287181
8.790941,11.718834
12.106723,8.70069
12.51517,11.00699
6.7476783,8.836488
6.7142777,9.197979
8.0007,6.8965993
9.164658,13.471377
13.0959425,6.320148
11.654332,9.679402
6.2842684,11.185262
12.958963,8.719374
9.107378,4.911283
11.217007,9.051928
10.198853,10.27003
11.838673,10.034534
12.546516,7.3721766
8.560969,13.180517
8.9024,7.8849096
10.683719,10.114669
9.702251,5.875262
10.94865,11.010745
11.210207,8.549895
6.8313885,11.820371
10.027068,10.742016
10.840534,7.7212653
14.243582,9.591618
11.422405,7.7908244
6.072921,10.24287
8.667622,5.8693223
8.014253,7.827761
8.471967,8.41904
10.220629,10.708073
8.498291,9.966489
7.109025,11.603062
11.755426,7.3018613
8.340635,7.747097
8.634592,9.439296
13.855421,9.873394
8.077333,6.545034
13.490616,7.939
12.1136465,7.309216
8.322157,7.748933
8.170225,8.819709
8.844064,9.8998995
12.374463,7.163157
8.516247,12.890651
8.208085,5.87103
12.004986,7.6289306
12.831763,5.9958916
12.670359,6.8990507
10.682809,9.837975
11.346141,8.632712
10.046464,10.960856
12.949883,6.7392054
8.745494,4.1700506
