budget,revenue,runtime,vote_average,vote_count,popularity,profit
5.249417128699578,17.15457747181862,2.6272906987115774,0.9330776586502009,8.988141179666801,4.0474274252652345,18.579924226547973
6.906576297128899,5.458503682547195,2.965675846403064,0.680253251179223,3.081106906759531,3.6908358621796977,4.420684567495835
5.459850038976318,4.944267418825929,1.9505204033286032,0.1746044362372665,3.053594692337771,2.6951451316559325,4.230951813650418
5.59137060789928,6.251951164162818,2.7723129048650716,1.2701768686115045,6.808202778130885,2.8501605093580706,5.723801437622757
5.854411745745203,1.1252982547016723,1.1770686371766328,0.006054831256614367,1.1584886283447813,0.7025659523223764,-0.3505496603773069
5.801803518176018,5.009547847067881,1.5154537848681198,-0.16249477372403703,2.333422020709351,2.956521686763872,4.209952426767432
5.854411745745203,3.0948845293166665,-0.3698348951273081,1.101627263630853,2.134363057540147,0.8518912967040736,1.954346204839298
6.380494021437051,8.303538015296214,1.612135255637116,1.0173524611405267,4.915524262469227,3.5399901859155953,7.899903970608075
5.59137060789928,5.2853907810146925,2.1922240802510937,1.101627263630853,3.722788849008225,2.4284887740665972,4.592690270108261
5.59137060789928,4.896800969925868,2.0955426094820977,-0.3310443787046892,5.107300580644436,4.215529270366211,4.137945504475177
6.1174528835911275,1.809932355326417,2.240564815635592,-0.5838687861756671,0.5726402977167178,1.1421792808014108,0.375721064473327
4.27616491866966,3.05836667254526,-0.07979048282031918,0.006054831256614367,1.8390113438947833,2.712480878303888,2.361119389452526
4.27616491866966,6.128526822361731,2.0955426094820977,0.7645280536695487,3.6847572584840274,3.9032767112697044,5.953954862601849
5.722891176822241,-0.12210954757986507,1.9988611387131012,-0.16249477372403703,1.3098058076644608,0.8633533592663174,-1.772861743694074
4.93376776328447,3.549744261314753,1.7088167264061125,0.3431540412179187,4.585377689408109,2.4445793195357286,2.748855911314083
4.93376776328447,1.9928364597176533,2.0472018740975995,0.1746044362372665,0.7587523364521522,1.0182269163706505,0.9268944158085892
4.802247194361508,9.034343515189398,1.7088167264061125,1.101627263630853,8.968720793016146,3.8593504504420912,9.204632454186847
9.01090539989629,6.000834177099076,1.3704315787146253,0.258879238727593,3.443620790905073,3.575622045841596,4.455999427374683
4.93376776328447,3.3012300044910314,-0.07979048282031918,0.09032963374694082,2.8059847625419323,0.9571956028967363,2.458033676013758
5.59137060789928,5.426620792473,1.7571574617906105,0.8488028561598744,3.2914944288082832,3.121893077104716,4.757963796660621
4.6707266254385456,4.121885506352241,1.3704315787146253,0.3431540412179187,4.769062179812211,2.1452444939868642,3.4933185760375056
4.27616491866966,1.2951438560817048,1.563794520252618,0.09032963374694082,0.5710219321624965,0.5060177405067784,0.2977190543152157
5.59137060789928,5.44185870554764,2.578949963327079,1.2701768686115045,3.100527293410185,2.286697287796956,4.775795867940228
3.750082642977812,1.6892797799086954,0.2585946648711679,-0.2467695762143635,0.49414956833699103,0.6731689856308828,0.9087901150073742
4.460293715161806,2.8273169337713244,3.835809083324031,0.4274288437082444,1.330844559869336,1.2458247319369746,2.0382922986916747
4.27616491866966,11.118014731039743,4.174194231015518,1.1859020661211788,5.558824570272142,2.464297595699557,11.79287149117564
5.59137060789928,6.689620565695701,1.902179667944105,0.8488028561598744,5.299076898819645,5.552773870003728,6.23598128317035
4.512901942730991,1.2462072715977293,1.1287279017921346,-0.49959398368534136,1.1503968005736755,1.3620941319230002,0.17302512993297922
2.9609592294400398,8.995745734101698,0.7903427541006476,0.3431540412179187,6.448925625093786,12.472217072798252,9.683889616414659
4.27616491866966,6.403176631553385,1.7088167264061125,0.680253251179223,5.592810246910787,2.243812855652288,6.275362062554092
4.27616491866966,4.323868998854103,0.935364960254142,0.5117036461985709,2.9362631896567364,0.42691994001946837,3.84206547286358
4.27616491866966,7.087406700969122,1.0803871664076365,0.5959784486888966,6.56544794499771,1.762611641795854,7.0760779683153086
4.27616491866966,5.871370237403271,0.016890987948677123,0.258879238727593,3.198438409440566,1.7892430440220888,5.653018997530471
4.539206056515583,2.2470445790580684,-0.17647195358931547,0.1746044362372665,2.2921536990767106,-0.5557768393767447,1.3367568514734953
4.27616491866966,4.066468936293624,-0.17647195358931547,0.7645280536695487,2.2945812474080425,2.123896537109462,3.5408446796702933
2.9609592294400398,4.6601672318853495,2.0472018740975995,-0.07821997123371134,1.9789999643349145,0.012075126729069413,4.61020632978947
4.539206056515583,6.293345928774038,2.7723129048650716,-0.2467695762143635,1.9442051049191593,2.99233741728335,6.071915382268887
4.27616491866966,2.4551643639671865,1.0803871664076365,-0.3310443787046892,2.2961996129622637,0.7986136067415597,1.6552257076931498
4.27616491866966,3.824206577644336,1.6604759910216143,0.3431540412179187,2.821359235307033,2.1265258394901605,3.2573386886176703
3.487041505131888,1.8674316025244455,0.8386834894851457,0.1746044362372665,1.7386726795330707,1.6405432365065742,1.1921891531290867
4.27616491866966,2.890391127929213,-0.07979048282031918,-0.2467695762143635,1.0848529956277182,0.8928616532428463,2.1645470720917572
4.27616491866966,0.7137324535827984,0.306935400255666,-0.8366931936466457,1.4522219764359237,0.9520974727267449,-0.3826739575986556
4.27616491866966,6.1369126321951635,-0.22481268897381362,1.2701768686115045,3.159597636139258,1.207179184307616,5.963768303455233
4.27616491866966,1.6836341686195573,0.3552761356401642,-0.16249477372403703,1.4328015897852697,1.579865689426432,0.7523473823991111
4.013123780823736,8.94914331955577,1.4187723140991235,1.0173524611405267,2.8189316869757017,2.5364112342094396,9.32968145241053
4.27616491866966,2.7112182191994254,0.4036168710246623,0.5117036461985709,3.938840650496751,1.8930255109389245,1.9548711102855922
5.59137060789928,4.094017448749479,1.1287279017921346,1.1859020661211788,4.320774921292947,3.031228010555905,3.198493172545631
4.013123780823736,2.2982963261967404,1.1770686371766328,1.101627263630853,3.014753919036463,1.781734748790151,1.5465698757531123
4.144644349746698,0.5718431858008526,0.306935400255666,-0.49959398368534136,1.5420412646951986,0.6844414306622258,-0.5112599767517585
1.7772741091333821,1.5535947608535638,1.7088167264061125,1.0173524611405267,2.4895942966916937,1.2448845266939084,1.3118905497580564
2.9609592294400398,1.451895385415068,0.4036168710246623,0.09032963374694082,1.3146609043271242,1.275466084787042,0.8557465182406293
3.750082642977812,1.915702951296891,1.1287279017921346,0.5117036461985709,3.319006643230043,1.0981377043769989,1.1737603974713389
4.144644349746698,6.500395992226708,2.240564815635592,0.006054831256614367,2.1092783914497186,0.21902592335931356,6.426591401665451
3.881603211900774,4.342240520906336,0.6936612833316512,-0.3310443787046892,1.4586954386528084,1.69956422102378,3.975941624016761
3.6185620740548496,1.4312268309292386,-0.7082200428187951,0.4274288437082444,0.8445257108258744,0.9464483274528811,0.6442642835539338
3.881603211900774,2.7567883698890694,-0.7082200428187951,0.5117036461985709,3.1952016783321238,3.252176807949003,2.1205762843629823
3.881603211900774,1.5051412136021154,0.6936612833316512,0.4274288437082444,1.517765781381881,1.3754261160254804,0.6558441259304442
3.750082642977812,2.64365792205593,-0.4665163658963044,1.4387264735921566,4.534399174450142,1.4080171865705517,2.0256450921361435
